,BOLÍVAR,BOYACÁ,CALDAS,CAQUETÁ,CAUCA,CESAR,CÓRDOBA,CUNDINAMARCA,CHOCÓ,HUILA,LA GUAJIRA,MAGDALENA,META,NARIÑO,NORTE DE SANTANDER,QUINDIO,RISARALDA,SANTANDER,SUCRE,TOLIMA,VALLE DEL CAUCA,ARAUCA,CASANARE,PUTUMAYO,">ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",AMAZONAS,GUAINIA,GUAVIARE,VAUPES,VICHADA,NN,ANTIOQUIA,ATLANTICO,BOGOTÁ
2020-04-28,0.2739441990852356,0.15157657861709595,0.1526639312505722,0.12460155040025711,0.21352040767669678,0.32545045018196106,0.2741174101829529,0.1664339005947113,0.2969147562980652,0.169377863407135,0.31601259112358093,0.304166704416275,0.15949952602386475,0.17053689062595367,0.2517458200454712,0.37109375,0.21479883790016174,0.18017128109931946,0.32575756311416626,0.17179648578166962,0.2910502851009369,0.23360829055309296,0.19253471493721008,0.10737928748130798,,0.05803738906979561,0.07827739417552948,0.10448648035526276,0.05772864446043968,0.1703868955373764,0.21875,0.18625321984291077,0.3565705120563507,0.3526785671710968
2020-03-21,21.82909393310547,2.777505397796631,12.489577293395996,22.223878860473633,17.1295223236084,21.323402404785156,20.7669620513916,9.034109115600586,19.16211700439453,15.02126693725586,23.92274284362793,20.623760223388672,22.288362503051758,16.79572868347168,12.21540641784668,11.63953685760498,12.009700775146484,10.214442253112793,20.7452392578125,14.75534439086914,18.29491424560547,19.74536895751953,22.266565322875977,20.391469955444336,,11.589116096496582,22.105262756347656,20.565805435180664,13.666524887084961,25.33491325378418,10.388633728027344,14.844347953796387,25.485448837280273,7.3551554679870605
2020-03-24,18.495784759521484,3.7379207611083984,-2.300156354904175,7.939249515533447,-6.094354152679443,22.035696029663086,20.916736602783203,1.5618559122085571,7.23149299621582,-0.08836502581834793,24.2655029296875,25.329282760620117,15.311869621276855,-0.5880244374275208,4.52844762802124,-7.939961910247803,-2.605560779571533,3.045189142227173,24.069459915161133,-2.958538293838501,-0.3799263536930084,15.76431941986084,19.730670928955078,-16.771881103515625,,9.261245727539062,5.2011027336120605,14.80228042602539,2.3225998878479004,13.071702003479004,-5.421815872192383,5.790904998779297,28.458925247192383,-2.42324161529541
2020-04-02,17.15525245666504,-1.2640970945358276,7.6028313636779785,-13.408880233764648,-11.221234321594238,15.384150505065918,16.97606086730957,-5.134052753448486,12.513151168823242,-28.699134826660156,16.093868255615234,16.469858169555664,-14.046187400817871,-3.5788464546203613,8.879602432250977,2.499767780303955,5.767520904541016,9.762492179870605,21.37297248840332,-9.434618949890137,4.222188472747803,-6.2810821533203125,-10.516239166259766,-20.966882705688477,,5.364202499389648,-0.47363585233688354,-1.7757010459899902,8.282953262329102,6.325923442840576,-28.779088973999023,14.185049057006836,21.36569595336914,-13.959397315979004
2020-03-26,24.616107940673828,-2.331996202468872,1.1932103633880615,1.2204481363296509,-0.06570550054311752,22.96066665649414,21.757822036743164,0.7810991406440735,9.363256454467773,2.2472336292266846,28.477893829345703,23.314613342285156,14.263849258422852,5.4654130935668945,15.116510391235352,5.79981803894043,-0.4768626093864441,14.115201950073242,25.73392105102539,-2.3499834537506104,6.814237594604492,14.525081634521484,13.444803237915039,9.180456161499023,,2.3559648990631104,0.18723079562187195,7.571324348449707,-1.9341340065002441,23.72433090209961,1.0890371799468994,15.110973358154297,27.786348342895508,-1.370829463005066
2020-04-19,0.33889514207839966,0.24189189076423645,0.25853827595710754,0.17901867628097534,0.27253398299217224,0.4534909725189209,0.3076765239238739,0.2701350152492523,0.3152565658092499,0.29295092821121216,0.48122575879096985,0.4027411937713623,0.23326653242111206,0.18568839132785797,0.3817504346370697,0.37109375,0.26580458879470825,0.24341237545013428,0.3321496248245239,0.2743927836418152,0.3256903290748596,0.34063032269477844,0.2536458373069763,0.1371690034866333,,0.10494174808263779,0.13367757201194763,0.1609557569026947,0.09807255864143372,0.24943555891513824,0.3072916567325592,0.25571107864379883,0.39102569222450256,0.419642835855484
2020-04-08,8.711321830749512,-11.598743438720703,0.0658021792769432,-13.141219139099121,2.2664406299591064,9.881625175476074,13.02367877960205,-10.331616401672363,-13.708436012268066,-2.5919106006622314,21.768400192260742,19.832870483398438,-22.24755859375,4.398122787475586,-0.21811604499816895,-1.1060574054718018,-3.4650959968566895,-5.483495712280273,23.470094680786133,5.959721088409424,0.7908846139907837,-4.013934135437012,-22.26276206970215,-8.045873641967773,,-28.269983291625977,-29.824195861816406,-27.50033950805664,-32.15628433227539,-19.305158615112305,-4.710029125213623,0.1825980693101883,26.17437744140625,-15.77637004852295
2020-03-29,25.745986938476562,13.103331565856934,7.478985786437988,3.78035831451416,3.3671112060546875,29.32840919494629,21.521188735961914,10.96567440032959,-1.2545204162597656,11.876827239990234,27.113143920898438,28.52096939086914,14.614818572998047,3.3132705688476562,15.917425155639648,5.133333206176758,4.919426441192627,17.099576950073242,27.919946670532227,10.824725151062012,5.291449546813965,22.131996154785156,22.173521041870117,-2.392029285430908,,-26.518585205078125,-11.888957023620605,-0.671413242816925,-21.556066513061523,13.567975044250488,1.652580976486206,8.761960983276367,30.793148040771484,9.340401649475098
2020-04-20,0.33088234066963196,0.2153153270483017,0.2049180418252945,0.1297529637813568,0.25960880517959595,0.41283783316612244,0.29443761706352234,0.21322159469127655,0.2786259651184082,0.23844178020954132,0.4115794897079468,0.38486841320991516,0.1927538961172104,0.16930171847343445,0.29608938097953796,0.3411458432674408,0.22126436233520508,0.19458168745040894,0.30018940567970276,0.19870182871818542,0.29400888085365295,0.2585659623146057,0.2204861044883728,0.10007787495851517,,0.07497181743383408,0.10972461849451065,0.13249269127845764,0.06897202879190445,0.21384954452514648,0.2864583432674408,0.22293277084827423,0.39262819290161133,0.3482142388820648
2020-03-15,24.33220100402832,4.1306071281433105,5.918032169342041,1.3309698104858398,3.838322877883911,27.22946548461914,22.963125228881836,-0.016765065491199493,8.732475280761719,-1.052993655204773,27.60304832458496,26.773252487182617,0.7042093276977539,5.920389175415039,12.277689933776855,2.59953236579895,5.832458972930908,12.779041290283203,26.30923843383789,-1.6226123571395874,8.380720138549805,6.988072395324707,-0.7224889397621155,7.577324867248535,,-9.45522689819336,-0.11596541851758957,-4.0378570556640625,-0.8335027694702148,-5.389087677001953,-2.975665330886841,15.568589210510254,29.30257225036621,-4.370821475982666
