,Bolivar,Boyaca,Caldas,Caqueta,Cauca,Cesar,Cordoba,Cundinamarca,Choco,Huila,La Guajira,Magdalena,Meta,Nariño,Norte de Santander,Quindio,Risaralda,Santander,Sucre,Tolima,Valle del Cauca,Arauca,Casanare,Putumayo,San Andres y Providencia,Amazonas,Guainia,Guaviare,Vaupes,Vichada,NN,Antioquia,Atlantico,Bogota
2020-03-01,4.535529136657715,5.39076566696167,5.425750255584717,4.909933567047119,5.512829780578613,4.375290393829346,4.465742111206055,5.384778022766113,4.834799766540527,5.337250232696533,3.9050347805023193,4.188656806945801,4.747091293334961,5.44348669052124,4.951267719268799,5.585500240325928,5.41349983215332,5.035099983215332,4.372142791748047,5.5187578201293945,5.5420002937316895,4.73018217086792,4.758771896362305,5.117828845977783,,4.899044513702393,4.851852893829346,4.6840410232543945,4.773428916931152,4.686492443084717,5.767000198364258,4.941303730010986,4.064000606536865,5.684000492095947
2020-03-02,4.474029541015625,5.483147621154785,5.204250335693359,5.272183895111084,5.572976112365723,4.2954840660095215,4.69083833694458,5.513408184051514,4.759316921234131,5.672416687011719,4.040482997894287,4.187344074249268,5.166563510894775,5.428025722503662,4.792266845703125,5.568500518798828,5.266499996185303,4.878575325012207,4.5137858390808105,5.616848945617676,5.486116886138916,4.992939472198486,5.102456569671631,5.303942680358887,,5.001744747161865,4.916884422302246,5.161630153656006,5.0891432762146,4.779203414916992,6.022000312805176,4.732729911804199,4.0356669425964355,6.055000305175781
2020-03-03,4.728294849395752,5.653412342071533,5.48537540435791,5.357217311859131,5.657073020935059,4.585129261016846,4.708323001861572,5.423371315002441,5.1090168952941895,5.598791599273682,4.313414096832275,4.432188034057617,5.140517711639404,5.614256858825684,5.129300594329834,5.517499923706055,5.492666721343994,5.378950595855713,4.534286022186279,5.502636432647705,5.46873140335083,5.1003336906433105,5.034596920013428,5.500685691833496,,5.361511707305908,5.119537353515625,5.2418365478515625,5.348100662231445,4.957062721252441,6.073000431060791,5.242033958435059,4.282333850860596,5.7900004386901855
2020-03-04,4.4444122314453125,5.398353099822998,5.292500019073486,5.452534198760986,5.491365909576416,4.390290260314941,4.404483795166016,5.310149192810059,4.852783203125,5.526792049407959,4.523344993591309,4.4126877784729,5.010191917419434,5.3437180519104,4.688166618347168,5.4205002784729,5.29116678237915,4.968725204467773,4.3224287033081055,5.452303409576416,5.394808292388916,4.705515384674072,4.816263198852539,5.632286071777344,,5.249000072479248,5.187958717346191,5.243890762329102,5.303158283233643,4.814133167266846,5.900000095367432,4.886618137359619,4.410333156585693,5.715000152587891
2020-03-05,4.6563825607299805,5.323941707611084,5.33275032043457,5.0489420890808105,5.09409761428833,4.598161697387695,4.572580814361572,5.295147895812988,4.9016499519348145,5.121333599090576,4.450103759765625,4.507594108581543,4.88582706451416,5.103052139282227,5.051066875457764,5.32450008392334,5.3000006675720215,5.026825428009033,4.493786334991455,5.295212745666504,5.1432695388793945,4.72678804397583,4.739754676818848,5.17617130279541,,5.182766914367676,5.25601053237915,4.931123733520508,5.207128524780273,4.9008989334106445,5.391000270843506,5.037730693817139,4.435667037963867,5.669000148773193
2020-03-06,4.574441432952881,5.598470687866211,5.467125415802002,5.21339225769043,5.901122093200684,4.493741989135742,4.522484302520752,5.56855583190918,4.94023323059082,5.9876251220703125,4.2939653396606445,4.397406578063965,5.337264060974121,5.793590068817139,4.954100131988525,5.671500205993652,5.49500036239624,5.170175075531006,4.447214603424072,5.755181789398193,5.600115776062012,4.981879234313965,4.992702007293701,5.413857936859131,,4.995365142822266,5.138905048370361,5.330699443817139,4.971929550170898,4.79074239730835,6.502000331878662,4.965314865112305,4.303667068481445,6.0960001945495605
2020-03-07,4.612088203430176,5.516382694244385,5.429750442504883,5.316892147064209,5.575634479522705,4.540774345397949,4.568129062652588,5.612296104431152,4.939000606536865,5.6747918128967285,4.263758182525635,4.479468822479248,5.322818756103516,5.440770149230957,5.021600723266602,5.72450065612793,5.465500354766846,5.031925201416016,4.477071285247803,5.742212295532227,5.5901923179626465,4.994423866271973,5.040017604827881,5.440114498138428,,5.117474555969238,5.037863731384277,5.184438705444336,5.214714050292969,4.8682966232299805,5.9720001220703125,4.926033973693848,4.462333679199219,6.199000358581543
2020-03-08,4.785676956176758,5.652559280395508,5.517624855041504,5.0679497718811035,5.426024436950684,4.66038703918457,4.735193729400635,5.546519756317139,4.912149906158447,5.483875274658203,4.3286213874816895,4.467625141143799,5.072081565856934,5.2491536140441895,5.249932765960693,5.5410003662109375,5.450000286102295,5.343125343322754,4.608857154846191,5.570425033569336,5.387538433074951,4.991121768951416,4.99652624130249,5.176286220550537,,5.086569786071777,5.015220642089844,5.033095836639404,5.078857421875,4.838898658752441,5.853000164031982,5.161853790283203,4.2826666831970215,5.901000499725342
2020-03-09,4.455029487609863,5.512765407562256,5.394750118255615,4.859342098236084,5.433854103088379,4.440742015838623,4.404613018035889,5.582037448883057,4.70716667175293,5.624125003814697,4.146896839141846,4.1752190589904785,5.127572536468506,5.103077411651611,4.974833011627197,5.6100006103515625,5.3493332862854,5.080349922180176,4.262499809265137,5.7044243812561035,5.4931159019470215,4.781030178070068,4.894842147827148,4.945886135101318,,4.9838762283325195,4.936547756195068,4.825466156005859,4.8649001121521,4.825445175170898,5.900000095367432,4.890988826751709,3.9553334712982178,6.079000473022461
2020-03-10,4.400470733642578,5.455440998077393,5.216750144958496,5.039041996002197,5.447073459625244,4.331064701080322,4.446967601776123,5.214259624481201,4.747984409332275,5.31950044631958,3.993551731109619,4.09765625,4.886500358581543,5.305666446685791,4.86626672744751,5.294000148773193,5.209499835968018,5.0917253494262695,4.24157190322876,5.2700910568237305,5.289616107940674,4.915909290313721,4.880806922912598,5.108942985534668,,5.1480512619018555,5.119368553161621,4.992684841156006,5.028443813323975,4.930203437805176,5.814000129699707,4.857100963592529,3.8953335285186768,5.52400016784668
