,Bolivar,Boyaca,Caldas,Caqueta,Cauca,Cesar,Cordoba,Cundinamarca,Choco,Huila,La Guajira,Magdalena,Meta,Nariño,Norte de Santander,Quindio,Risaralda,Santander,Sucre,Tolima,Valle del Cauca,Arauca,Casanare,Putumayo,San Andres y Providencia,Amazonas,Guainia,Guaviare,Vaupes,Vichada,NN,Antioquia,Atlantico,Bogota
2020-04-18,175794.53,125490.02,31529.393,310624.5,112553.0,157284.78,144219.94,103148.85,168437.73,82129.87,136746.86,148821.25,311136.4,130955.97,128676.625,6417.0728,11806.095,171741.89,67582.16,108927.6,70012.83,93670.59,132902.28,54346.44,0.0,440650.03,293513.4,236859.52,192879.84,410989.12,3539.6382,340714.1,28315.27,10282.743
2020-04-19,133972.33,113957.22,36734.574,333568.38,162635.16,116393.65,128068.875,104058.23,258128.84,91304.23,123174.52,113892.13,468539.1,190866.72,110935.38,7502.7197,20256.521,143106.6,47919.41,113775.04,119801.46,87450.19,205066.22,120476.77,0.0,395215.22,331786.9,226630.44,203552.48,484671.2,4194.844,344583.72,22471.877,7912.1685
2020-04-20,170161.83,131644.92,39347.97,507068.56,164567.92,146734.12,142067.17,132870.02,223858.86,105231.914,132738.86,135373.78,540098.7,180341.25,129876.85,6955.9736,18580.457,173768.23,64517.684,131636.03,108858.55,106696.87,232214.81,159870.6,0.0,506781.56,336292.44,311795.56,189087.27,451247.1,4594.9434,386401.0,25776.775,12201.615
2020-04-21,147278.6,120138.78,31063.684,516092.94,160591.52,135415.8,133653.77,100458.914,165283.06,105692.14,132373.02,133196.19,468009.16,192140.9,122515.5,5329.24,14348.996,119238.14,57968.426,114116.84,94621.984,120408.49,223777.39,142482.38,0.0,637979.5,373185.3,306757.28,301332.94,442427.38,4626.7188,297098.97,26098.926,6968.022
2020-04-22,145989.31,113857.58,37744.004,386030.72,135778.36,132713.66,130520.34,110874.89,204760.75,102732.2,132618.34,128248.25,387391.34,149266.73,108360.234,6206.262,18082.486,157975.84,54561.58,123816.39,86192.734,102954.484,184385.08,145824.97,0.0,401082.38,249488.78,193242.98,130538.5,341819.66,4550.2856,337787.53,23224.05,10258.701
2020-04-23,141050.88,130838.56,33362.83,474031.03,129061.984,128411.32,115794.09,115659.6,121278.484,89103.8,138218.95,118611.61,430775.62,139701.44,109217.84,5712.1167,14088.965,140398.12,53673.414,107686.29,58269.633,118341.29,238898.06,129092.97,0.0,614068.75,352315.3,267904.72,293696.88,506888.66,3767.5193,290110.62,24017.643,10191.228
2020-04-24,152962.84,150204.77,36603.133,432223.75,105626.37,153957.61,140350.84,133520.77,151231.77,86274.62,142380.67,130053.52,514006.56,123776.22,141007.52,6351.9224,18080.732,177714.47,63106.555,112674.61,68930.47,148619.64,270647.97,112782.44,0.0,454940.3,440731.06,333030.25,286088.97,654092.5,3553.6895,349448.16,21356.79,11668.502
2020-04-25,147595.25,150124.6,44356.605,532688.7,151439.77,161573.36,142528.75,132047.64,229534.55,96924.805,146651.42,140762.53,525319.9,147360.72,144496.66,8567.709,22949.814,170996.56,63682.254,145194.17,109785.6,146026.98,278353.88,147360.02,0.0,586621.0,423034.38,367604.3,315499.78,659342.1,4074.7407,358295.03,26561.947,11486.462
2020-04-26,164729.44,164862.38,41208.805,523411.78,159809.12,160099.3,138020.42,155907.53,127325.48,114088.445,140420.7,148451.4,546886.2,193088.3,149026.36,7615.799,16087.165,187158.58,64061.23,145759.88,82748.266,136020.3,275039.78,158813.16,0.0,485128.97,419221.4,331989.44,299134.06,596620.7,4882.0757,371511.1,28195.527,15623.277
2020-04-27,172027.61,151167.72,40298.727,310709.84,130154.08,155056.11,150078.64,109455.34,216193.66,86852.08,116911.19,142601.97,429953.25,146405.28,144399.14,8368.014,18993.26,180477.77,66425.25,131658.95,94561.43,133287.8,260803.19,78717.586,0.0,362370.72,363750.8,199699.8,212809.16,605013.44,3542.8245,388814.5,28000.893,9796.192
2020-04-28,150202.44,139793.58,37444.684,390720.25,113828.22,147279.98,118345.04,114151.91,115274.64,77215.57,121852.945,138395.88,397534.38,152201.78,127402.516,4256.712,13559.676,164757.27,59536.81,92575.914,59465.4,117314.12,232810.17,102705.625,0.0,496348.53,334925.4,197432.33,224222.11,463447.03,3301.9072,312786.12,26585.477,8584.862
2020-04-29,146404.52,100402.05,29329.422,405870.6,116744.9,136220.53,133078.64,95152.91,165441.61,83953.016,123985.78,130188.41,360924.72,125955.17,110712.91,5681.8994,14831.721,111042.62,61850.94,109031.76,83898.12,95647.82,167791.67,110086.664,0.0,580349.5,337203.2,276005.25,292872.2,452331.72,3366.627,304262.03,23196.424,7856.604
2020-04-30,141308.08,106306.76,31886.7,297523.06,128446.516,123802.11,126884.5,111468.305,139516.62,93582.914,129236.41,121110.914,368273.53,153165.75,99545.73,5549.1777,14128.447,146131.75,54145.16,118244.93,65821.12,84044.91,176390.92,109967.46,0.0,312903.56,276988.97,190740.19,108936.53,441024.8,3906.9324,318528.6,23899.04,9719.801
